dyad_id,initiator_country,receiver_country,incident_id,name,description,start_date,end_date,source_disclosure,operation_type,impact_indicator_score,impact_indicator_label,unweighted_intensity,weighted_intensity,number_attributions,number_political_responses,number_legal_responses,casualties,initiator_name,initiator_category,initiator_subcategory,receiver_id,receiver_name,receiver_category,receiver_subcategory,receiver_regions,offline_conflict_issue,offline_conflict_name,offline_conflict_intensity,offline_conflict_intensity_subcode,cyber_conflict_issue,physical_effects_spatial,physical_effects_temporal,target_multiplier,functional_impact,intelligence_impact,economic_impact,economic_impact_value,economic_impact_currency,affected_entities,affected_entities_value,affected_eu_countries,affected_eu_countries_value,affected_third_countries,affected_third_countries_value,n_words,description_no_geo,topic,topic_prob,topic_label,topic_name,topic_group
587,Not attributed,Ukraine,425,Attor Spyplatform,"Unknown actors developed an spyplatform that managed to misuse various sites in the Russian language space, to force an targeted espionage campaign",2013-01-01 00:00:00,Not available,Incident disclosed by IT-security company,Data theft,0,Not available,3,3,1,0,0,Not available,Not attributed,Not attributed,Not available,747_1,['Not available'],"['Critical infrastructure', 'State institutions / political system']","['Government / ministries', 'Telecommunications']","['EUROPE', 'EASTEU']",Unknown,Not available,Unknown,Not available,Unknown,Not available,Not available,Moderate - high political importance,Not available,Not available,Not available,0,Not available,Not available,0,Not available,Not available,Not available,0,22.0,"Unknown actors developed an spyplatform that managed to misuse various sites in the language space, to force an targeted espionage campaign",1.0,0.2027113160372175,"malware, the malware, cyber espionage, vulnerabilities, malicious",Malware & Cyber Espionage,Intrusion Operations
587,Not attributed,Ukraine,540,Fake NATO Defacement,"Four Ukranian government websites are defaced, showing a message that they were hacked by the NATO's CCDCOE, while the NATO denies having executed the attack.",2013-11-04 00:00:00,2013-11-04 00:00:00,Incident disclosed by media (without further information on source),DDoS/Defacement,0,Not available,1,1,1,0,0,Not available,Not attributed,Not attributed,Not available,879_1,['Not available'],['State institutions / political system'],"['Government / ministries', 'Legislative']","['EUROPE', 'EASTEU']",Unknown,Not available,Unknown,Not available,Unknown,Not available,Not available,Moderate - high political importance,Not available,Not available,Not available,0,Not available,Not available,0,Not available,Not available,Not available,0,25.0,"Four government websites are defaced, showing a message that they were hacked by the NATO's CCDCOE, while the NATO denies having executed the attack.",0.0,1.0,"the government, attacked, gov, website of the, sites",Website Defacement & Hacktivism,Hacktivism
587,Not attributed,Ukraine,653,Attack on Ukrainian Voting System,Hackers attacked Ukraine's election commission website,2014-10-25 00:00:00,2014-10-25 00:00:00,Incident disclosed by victim,DDoS/Defacement,0,Not available,1,1,1,0,0,Not available,Not attributed,Not attributed,Not available,1048_0,['Not available'],['State institutions / political system'],['Civil service / administration'],"['EUROPE', 'EASTEU']",Unknown,Not available,Unknown,Not available,Unknown,Not available,Not available,Moderate - high political importance,Not available,Not available,Not available,0,Not available,Not available,0,Not available,Not available,Not available,0,6.0,Hackers attacked 's election commission website,0.0,0.1766135825420714,"the government, attacked, gov, website of the, sites",Website Defacement & Hacktivism,Hacktivism
587,Not attributed,Ukraine,1044,DDoS Ukrposhta,"The computer networks of Ukrposhta, the national postal service in Ukraine, have reportedly been disrupted by a two-day distributed-denial-of-service cyberattack.",2017-08-07 00:00:00,2017-08-08 00:00:00,Incident disclosed by media (without further information on source),DDoS/Defacement,0,Not available,2,2,1,0,0,Not available,Not attributed,Not attributed,Not available,1670_0,['Not available'],['State institutions / political system'],['Civil service / administration'],"['EUROPE', 'EASTEU']",Unknown,Not available,Unknown,Not available,Unknown,Not available,Not available,Moderate - high political importance,Not available,Not available,Not available,0,Not available,Not available,0,Not available,Not available,Not available,0,20.0,"The computer networks of Ukrposhta, the national postal service in , have reportedly been disrupted by a two-day distributed-denial-of-service cyberattack.",5.0,0.1214853003982465,"ransomware, cyberattack, compromised, intrusion, the university",Institutional Ransomware Attacks,Financially Motivated Operations
587,Not attributed,Ukraine,1572,"Russian threat actors attack a Ukrainian governmental network with the IsaacWiper on February 24, 2022","According to ESET, on February 24, 2022, unknown threat actors launched an attack against a Ukrainian governmental network using IsaacWiper. Shortly before, on February 23, there was a destructive campaign with HermeticWiper against some Ukrainian organizations. A connection between the IsaacWiper and HermeticWiper has not yet been identified by ESET. However the IsaacWiper was found at an organization that was not a target of the HermeticWiper. A day after the IsaacWiper attack, a new version of the Wiper was deployed. ESET suspects that the attackers were not able to wipe all target systems and added log messages to understand what was happening. According to Malwarebytes, no code overlap was found between IsaacWiper, HermeticWiper, or WhisperGate. Moreover, the company perceives IsaacWiper as far less advanced than HermeticWiper. Singapore-based Cyfirma stated on March 4, that IsaacWiper belongs to Russia`s wiper arsenal used against Ukraine, just as HermeticWiper etc. ",2022-02-24 00:00:00,2022-02-25 00:00:00,Incident disclosed by IT-security company,"Prolonged system outage (e.g., wiper)",6,Low,4,4,2,0,0,Not available,Not attributed,Not attributed,Not available,2549_0,['Not available'],['State institutions / political system'],['Government / ministries'],"['EUROPE', 'EASTEU']",International power,Russia – Ukraine,Yes / HIIK intensity,HIIK 5,International power,Not available,Not available,Moderate - high political importance,No system interference/disruption,"Data corruption (deletion/altering) but no leaking of data, no data breach/exfiltration OR major data breach / exfiltration, but no data corruption and/or leaking of data",Not available,0,euro,Not available,0,Not available,Not available,1-10,1,146.0,"According to ESET, on February 24, 2022, unknown threat actors launched an attack against a governmental network using IsaacWiper. Shortly before, on February 23, there was a destructive campaign with HermeticWiper against some organizations. A connection between the IsaacWiper and HermeticWiper has not yet been identified by ESET. However the IsaacWiper was found at an organization that was not a target of the HermeticWiper. A day after the IsaacWiper attack, a new version of the Wiper was deployed. ESET suspects that the attackers were not able to wipe all target systems and added log messages to understand what was happening. According to , no code overlap was found between IsaacWiper, HermeticWiper, or WhisperGate. Moreover, the company perceives IsaacWiper as far less advanced than HermeticWiper. -based Cyfirma stated on March 4, that IsaacWiper belongs to Russia`s wiper arsenal used against , just as HermeticWiper etc.",1.0,0.1469575388262254,"malware, the malware, cyber espionage, vulnerabilities, malicious",Malware & Cyber Espionage,Intrusion Operations
587,Not attributed,Ukraine,1611,CERT-UA warns about unknown hackers infiltrating Ukrainian government targets exploiting the Zero-Day vulnerability Follina since March 2022,"In early June 2022, the Computer Emergency Response Team of Ukraine warned in a report (CERT-UA #4753) of Cobalt Strike beacon malware attacks on Ukrainian IT infrastructure that exploited CVE-2021-40444 (Microsoft MSHTML flaw) and CVE-2022-30190 (Follina zero-day) zero-day vulnerabilities. At that time, CERT-UA warned (CERT-UA #4753) that the campaign was ongoing. IT company SOC Prime referred to CERT-UA information about multiple intrusions between March and June 2022, but the original CERT-UA statement does not contain this detail. 
The Cobalt Strike Beacon malware is frequently utilized by state-backed cyber actors that target Ukrainian IT infrastructure. since March 2022. The CVE-2022-30190 (Follina) specifically is a recently discovered vulnerability that is quickly available to use after implementation. The most recent attacks used the file ""changes in salary with accruals.docx"" (""зміни оплата праці з нарахуваннями.docx"") and was distributed among Ukrainian state organizations. The document contains a link to an external object and leads to a launch of a PowerShell Command, the EXE file ""ms-msdt.exe"" being downloaded, and the computer being infected with the Cobalt Strike Beacon malware. CERT-UA responded by blocking the domain name and the corresponding server, issuing a warning (CERT-UA#4753), and advising further cyber security measures via the Microsoft website.
",2022-03-01 00:00:00,Not available,Incident disclosed by authorities of victim state,Hijacking with Misuse,5,Minor,2,2,1,1,0,Not available,Not attributed,Not attributed,Not available,2643_0,['Not available'],['State institutions / political system'],['Military'],"['EUROPE', 'EASTEU']",Unknown,Not available,Unknown,Not available,Unknown,Not available,Not available,Moderate - high political importance,No system interference/disruption,No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data,Not available,0,euro,1-10,0,Not available,Not available,1-10,1,198.0,"In early June 2022, the Computer Emergency Response Team of Ukraine warned in a report (CERT-UA #4753) of Cobalt Strike beacon malware attacks on IT infrastructure that exploited CVE-2021-40444 (Microsoft MSHTML flaw) and CVE-2022-30190 (Follina zero-day) zero-day vulnerabilities. At that time, CERT-UA warned (CERT-UA #4753) that the campaign was ongoing. IT company SOC Prime referred to CERT-UA information about multiple intrusions between March and June 2022, but the original CERT-UA statement does not contain this detail. The Cobalt Strike Beacon malware is frequently utilized by state-backed cyber actors that target IT infrastructure. since March 2022. The CVE-2022-30190 (Follina) specifically is a recently discovered vulnerability that is quickly available to use after implementation. The most recent attacks used the file ""changes in salary with accruals.docx"" (""зміни оплата праці з нарахуваннями.docx"") and was distributed among state organizations. The document contains a link to an external object and leads to a launch of a PowerShell Command, the EXE file ""ms-msdt.exe"" being downloaded, and the computer being infected with the Cobalt Strike Beacon malware. CERT-UA responded by blocking the domain name and the corresponding server, issuing a warning (CERT-UA#4753), and advising further cyber security measures via the Microsoft website.",1.0,0.1337128127534976,"malware, the malware, cyber espionage, vulnerabilities, malicious",Malware & Cyber Espionage,Intrusion Operations
587,Not attributed,Ukraine,1994,"Ukraine`s national postal service was targeted with DDoS attack on April 22, 2022","Ukraine's national postal service was targeted with DDoS attack on April 22, 2022. This happened after the service offered postage stamp showing a Ukrainian soldier that makes a crude gesture to the Russian warship Moskva online for sale. On April 14, Ukraine had sank the ship in the Black Sea. ",2022-04-22 00:00:00,Not available,Incident disclosed by media (without further information on source),DDoS/Defacement,6,Low,1,1,1,0,0,Not available,Not attributed,Not attributed,Not available,3465_0,['National Postal Service of Ukraine'],['State institutions / political system'],['Civil service / administration'],"['EUROPE', 'EASTEU']",Third-party intervention / third-party affection,Russia – Ukraine,Yes / HIIK intensity,HIIK 5,International power,Not available,Not available,Moderate - high political importance,Day (< 24h),No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data,Not available,0,euro,1-10,1,Not available,Not available,1-10,1,50.0,"'s national postal service was targeted with DDoS attack on April 22, 2022. This happened after the service offered postage stamp showing a soldier that makes a crude gesture to the warship Moskva online for sale. On April 14, had sank the ship in .",3.0,0.2511918690855842,"ddos, with ddos, hacktivist, cyber, targeted",DDoS & Service Disruption Campaigns,Disruption Operations
587,Not attributed,Ukraine,3938,Russia-linked threat actor RomCom targeted Ukrainian government agencies and Polish entities since late 2023,"Cisco Talos researchers observed Russia-linked threat actor RomCom (aka UAT-5647, Storm-0978, Tropical Scorpius, UAC-0180, UNC2596) targeting Ukrainian government agencies and Polish entities in a new wave of attacks since at least late 2023. In the recent attacks, RomCom deployed an updated variant of the RomCom RAT dubbed ‘SingleCamper. The infection chain consists of a spear-phishing message delivering a downloader consisting of either of two variants: “RustyClaw” – a RUST-based downloader, and a C++ based variant we track as “MeltingClaw”. The downloaders make way for and establish persistence for two distinct backdoors we call “DustyHammock” and “ShadyHammock,” respectively. The group uses multiple tools and malware languages (GoLang, C++, RUST, LUA) to establish long-term access for espionage, possibly followed by ransomware deployment for disruption and profit.",2023-01-01 00:00:00,Not available,Incident disclosed by IT-security company,Hijacking without Misuse,5,Minor,1,1,1,0,0,Not available,Not attributed,Not attributed,Not available,7187_0,['Not available'],['State institutions / political system'],['Government / ministries'],"['EUROPE', 'EASTEU']",System/ideology,Russia – Ukraine,Yes / HIIK intensity,HIIK 5,Cyber-specific,Not available,Not available,Moderate - high political importance,No system interference/disruption,No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data,Not available,0,euro,1-10,0,Not available,Not available,1-10,2,124.0,"Cisco Talos researchers observed -linked threat actor RomCom (aka , Storm-0978, Tropical Scorpius, , UNC2596) targeting government agencies and entities in a new wave of attacks since at least late 2023. In the recent attacks, RomCom deployed an updated variant of the RomCom RAT dubbed ‘SingleCamper. The infection chain consists of a spear-phishing message delivering a downloader consisting of either of two variants: “RustyClaw” – a RUST-based downloader, and a based variant we track as “MeltingClaw”. The downloaders make way for and establish persistence for two distinct backdoors we call “DustyHammock” and “ShadyHammock,” respectively. The group uses multiple tools and malware languages (GoLang, , RUST, LUA) to establish long-term access for espionage, possibly followed by ransomware deployment for disruption and profit.",1.0,0.1501795290172013,"malware, the malware, cyber espionage, vulnerabilities, malicious",Malware & Cyber Espionage,Intrusion Operations
587,Not attributed,Ukraine,2901,Ukrainian Monobank targeted in DDoS attack on 12 December 2023,"The Ukrainian Monobank, one of the largest banks in the country, was targeted through a DDoS attack on 12 December 2023, according to its co-founder and CEO Oleh Horokhovskyi. No official attribution claims have been communicated publicly. A separate incident targeting the Ukrainian telecommunications company Kyivstar that occurred on the same day sparked speculations about Russian responsibility.
",2023-12-12 00:00:00,2023-12-12 00:00:00,Incident disclosed by victim,DDoS/Defacement,6,Low,1,1,1,0,1,Not available,Not attributed,Not attributed,Not available,5411_0,['Monobank'],['Critical infrastructure'],['Finance'],"['EUROPE', 'EASTEU']",International power,Russia – Ukraine,Yes / HIIK intensity,HIIK 5,International power,Not available,Not available,Moderate - high political importance,Day (< 24h),No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data,Not available,0,euro,1-10,1,Not available,Not available,1-10,1,57.0,"The Ukrainian Monobank, one of the largest banks in the country, was targeted through a DDoS attack on 12 December 2023, according to its co-founder and CEO Oleh Horokhovskyi. No official attribution claims have been communicated publicly. A separate incident targeting the telecommunications company Kyivstar that occurred on the same day sparked speculations about responsibility.",3.0,0.2278011516061849,"ddos, with ddos, hacktivist, cyber, targeted",DDoS & Service Disruption Campaigns,Disruption Operations
587,Not attributed,Ukraine,3078,Disruption at Ukrainian Data Service Centre Parkovy Led to service outages affecting State-Owned Companies and Other Businesses Beginning on 25 January 2024,"Disruptions at the Ukrainian data service centre Parkovy led to impaired operations at Ukrainian state-owned companies on 25 January 2024.  At least five companies were affected by the attack, including the energy company Naftogaz, the postal service provider Ukrposhta, the state railway company Ukrzaliznytsia, the company responsible for transport safety DSBt and the state television station for residents of the occupied territories of Ukraine. The attack on the data service centre meant that the call centre and the Naftogaz website were no longer accessible. According to the managing director of Ukrposhta, Igor Smelyansky, the incident caused very minor disruptions to Ukrposhta's services, including the acceptance of payments, and delays in deliveries. The DSBT website was not accessible during the interruption. Ukrzaliznytsia said that online ticket purchases were affected by an attack on some of its systems. Parkovy's website was also not accessible due to the attack.
Parkovy also hosts data for the Ukrainian e-government service Diia. The spokesperson for the Ukrainian Ministry of Digital Transformation, which launched Diia, told Recorded Future News that the attack had not affected Diia's operations. On 26 January, Parkovy stated that it restored some of its services. A following investigation, published in July 2024 by Dragos, indicated that the malware ""FrostyGoop"" was responsible, which abused a widely-used industrial communications protocol called ""Modbus."" However, neither Dragos nor the Ukrainian Cyber Security Situation Centre (CSSC) attributed the malware to a particular threat actor. Interestingly, Dragos found that the attackers likely compromised Naftogaz up to 10 months prior to the attack in January, where they then spent those ten months preparing for the attack (e.g., stealing user credentials). Furthermore, despite the lack of attribution to any particular actor, Dragos stated that the malicious actors were connected to Naftogaz's network through a Moscow-based IP address.",2024-01-25 00:00:00,Not available,Incident disclosed by victim,Data theft,8,Low,5,5,1,0,1,Not available,Not attributed,Not attributed,Not available,5709_0,['Not available'],"['Critical infrastructure', 'State institutions / political system']","['Digital Provider', 'Transportation', 'Energy', 'Civil service / administration']","['EUROPE', 'EASTEU']",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Moderate - high political importance,Days (< 7 days),"Minor data breach/exfiltration (no critical/sensitive information), but no data corruption (deletion/altering) or leaking of data  ",Not available,0,euro,1-10,1,Not available,Not available,1-10,1,296.0,"Disruptions at the data service centre Parkovy led to impaired operations at state-owned companies on 25 January 2024. At least five companies were affected by the attack, including the energy company Naftogaz, the postal service provider Ukrposhta, the state railway company , the company responsible for transport safety DSBt and the state television station for residents of the occupied territories of . The attack on the data service centre meant that the call centre and the Naftogaz website were no longer accessible. According to the managing director of Ukrposhta, Igor Smelyansky, the incident caused very minor disruptions to Ukrposhta's services, including the acceptance of payments, and delays in deliveries. The DSBT website was not accessible during the interruption. Ukrzaliznytsia said that online ticket purchases were affected by an attack on some of its systems. Parkovy's website was also not accessible due to the attack. Parkovy also hosts data for the e-government service Diia. The spokesperson for the Ukrainian Ministry of Digital Transformation, which launched Diia, told Recorded Future News that the attack had not affected Diia's operations. On 26 January, Parkovy stated that it restored some of its services. A following investigation, published in July 2024 by Dragos, indicated that the malware ""FrostyGoop"" was responsible, which abused a widely-used industrial communications protocol called ""Modbus."" However, neither Dragos nor the Ukrainian Cyber Security Situation Centre (CSSC) attributed the malware to a particular threat actor. Interestingly, Dragos found that the attackers likely compromised Naftogaz up to 10 months prior to the attack in January, where they then spent those ten months preparing for the attack (e.g., stealing user credentials). Furthermore, despite the lack of attribution to any particular actor, Dragos stated that the malicious actors were connected to Naftogaz's network through a -based IP address.",5.0,0.127340455455659,"ransomware, cyberattack, compromised, intrusion, the university",Institutional Ransomware Attacks,Financially Motivated Operations
588,Not attributed,United Arab Emirates,3034,Unknown Hackers Exploited Vulnerability in Socket.Tech leading to Theft of $3.3 Million in Cryptocurrency on 16 January 2024 ,"On 16 January 2024, Socket.Tech, a major cross-chain infrastructure provider, was found to have a security vulnerability affecting multiple Web3 applications. The Bungee exchange, a key link between Ethereum and 12 other chains, became the target of unauthorised asset transfers that caused a loss of $3.3 million. The threat actor exploited a vulnerability in a newly added module of the Socket Aggregator system, compromising the integrity of the protocol.
A vulnerability in the mistakenly deployed module allowed the threat actor to steal funds from users who had given the Socket Gateway contract unlimited authorisation for tokens. The theft involved two malicious transactions using Ethereum. The tokens transferred included USDC, USDT, DAI, WETH, WBTC and MATIC.
In response to the incident, Socket.Tech disabled the compromised route and restored the protocol service after a six-hour interruption. The attack was limited to Ethereum, while applications on other chains remained unaffected. In total, according to a statement from Socket.Tech, 200 to 210 users were affected. 
DApps from third-party providers such as Rainbow and Zeal Wallets, which rely on Socket's bridging protocol, were not targeted as part of the incident.",2024-01-16 00:00:00,2024-01-16 00:00:00,Incident disclosed by victim,Hijacking with Misuse,6,Low,2,2,1,0,0,Not available,Not attributed,Not attributed,Not available,5648_0,['Socket Technology'],['Critical infrastructure'],['Finance'],"['ASIA', 'MENA', 'MEA', 'GULFC']",Not available,Not available,Not available,Not available,Unknown,Not available,Not available,Moderate - high political importance,No system interference/disruption,No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data,=< 10 Mio,3300000,dollar,1-10,1,Not available,Not available,1-10,1,185.0,"On 16 January 2024, Socket.Tech, a major cross-chain infrastructure provider, was found to have a security vulnerability affecting multiple Web3 applications. The Bungee exchange, a key link between Ethereum and 12 other chains, became the target of unauthorised asset transfers that caused a loss of $3.3 million. The threat actor exploited a vulnerability in a newly added module of the Socket Aggregator system, compromising the integrity of the protocol. A vulnerability in the mistakenly deployed module allowed the threat actor to steal funds from users who had given the Socket Gateway contract unlimited authorisation for tokens. The theft involved two malicious transactions using Ethereum. The tokens transferred included USDC, USDT, DAI, WETH, WBTC and MATIC. In response to the incident, Socket.Tech disabled the compromised route and restored the protocol service after a six-hour interruption. The attack was limited to Ethereum, while applications on other chains remained unaffected. In total, according to a statement from Socket.Tech, 200 to 210 users were affected. DApps from third-party providers such as Rainbow and Zeal Wallets, which rely on Socket's bridging protocol, were not targeted as part of the incident.",6.0,1.0,"exploited vulnerability, the theft of, exploited, theft, theft of",Vulnerability Exploitation & Theft,Intrusion Operations
588,Not attributed,United Arab Emirates,3704,"Agent Tesla threat actor ""Fucosreal"" used the Agent Tesla stealer in data exfiltration campaign against several industries from China, India, the UAE, and the Philippines in March 2024","According to a report by CheckPoint Research, Fucosreal, an Agent Tesla threat actor, used the Agent tesla stealer in a spam campaign for the purpose of data exfiltration against several industries from China, India, the UAE, and the Philippines in March 2024. Among the affected sectors are the Diamond industry, Metallurgical industry, Glass manufacturing, Environmentally friendly packaging, Ocean freight shipping, Wallpaper manufacturing and Aluminum industry. The threat actor distributed a malicious TAR archive, which contained the Agent Tesla stealer in the spam campaign and used the Telegram Bot API for data exfiltration.
",2024-03-01 00:00:00,Not available,Incident disclosed by IT-security company,Data theft,9,Low,3,3,1,0,0,Not available,Not attributed,Not attributed,Not available,6771_2,['Not available'],['Critical infrastructure'],"['Transportation', 'Chemicals']","['ASIA', 'MENA', 'MEA', 'GULFC']",Unknown,Not available,Unknown,Not available,Unknown,Not available,Not available,Moderate - high political importance,No system interference/disruption,Major data breach/exfiltration (critical/sensitive information) & data corruption (deletion/altering) and/or leaking of data ,Not available,0,euro,1-10,0,Not available,Not available,1-10,4,92.0,"According to a report by CheckPoint Research, Fucosreal, an Agent Tesla threat actor, used the Agent tesla stealer in a spam campaign for the purpose of data exfiltration against several industries from , , the UAE, and the in March 2024. Among the affected sectors are the Diamond industry, Metallurgical industry, Glass manufacturing, Environmentally friendly packaging, Ocean freight shipping, Wallpaper manufacturing and Aluminum industry. The threat actor distributed a malicious TAR archive, which contained the Agent Tesla stealer in the spam campaign and used the Telegram Bot API for data exfiltration.",6.0,0.0507117564218703,"exploited vulnerability, the theft of, exploited, theft, theft of",Vulnerability Exploitation & Theft,Intrusion Operations
588,Not attributed,United Arab Emirates,4011,Unknown Hacker Stole $13.7 Million USD From Emirati M2 Cryptocurrency Platform On 31 October 2024,"M2, a cryptocurrency exchange based in the United Arab Emirates, was the victim of a large-scale cyber crypto theft in the early morning of 31 October 2024 in which an unknown hacker gained access to multiple crypto wallets. 
According to blockchain analysts and M2 itself, the hack was detected within 16 minutes and remedied, with all lost funds being repaid to the impacted wallets.",2024-10-31 00:00:00,2024-10-31 00:00:00,Incident disclosed by victim,Data theft,8,Low,2,2,1,0,0,Not available,Not attributed,Not attributed,Not available,7296_0,['M2'],['Critical infrastructure'],['Finance'],"['ASIA', 'MENA', 'MEA', 'GULFC']",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Moderate - high political importance,No system interference/disruption,"Minor data breach/exfiltration (no critical/sensitive information), but no data corruption (deletion/altering) or leaking of data  ",> 10 Mio - 100 Mio,13700000,dollar,1-10,1,Not available,Not available,1-10,1,64.0,"M2, a cryptocurrency exchange based in , was the victim of a large-scale cyber crypto theft in the early morning of 31 October 2024 in which an unknown hacker gained access to multiple crypto wallets. According to blockchain analysts and M2 itself, the hack was detected within 16 minutes and remedied, with all lost funds being repaid to the impacted wallets.",6.0,1.0,"exploited vulnerability, the theft of, exploited, theft, theft of",Vulnerability Exploitation & Theft,Intrusion Operations
589,Not attributed,United Kingdom,157,Infiltration of British Foreign Office,Unknown hackers infiltrates British Foreign Office's staff computers with a data-stealing viruses,2010-12-01 00:00:00,Not available,Incident disclosed by victim,Data theft,0,Not available,1,1,1,0,0,Not available,Not attributed,Not attributed,Not available,364_0,['Not available'],['State institutions / political system'],['Government / ministries'],"['EUROPE', 'NATO', 'EU', 'NORTHEU']",Unknown,Not available,Unknown,Not available,Unknown,Not available,Not available,Moderate - high political importance,Not available,Not available,Not available,0,Not available,Not available,0,Not available,Not available,Not available,0,12.0,Unknown hackers infiltrates British Foreign Office's staff computers with a data-stealing viruses,0.0,0.2632219718273825,"the government, attacked, gov, website of the, sites",Website Defacement & Hacktivism,Hacktivism
589,Not attributed,United Kingdom,1007,Unknown hacker attacks Britain First,"Britain First is hit by a massive hack that targeting its websites and Twitter accounts, and their YouTube channel.",2017-04-01 00:00:00,Not available,Incident disclosed by attacker,DDoS/Defacement,0,Not available,1,1,1,0,0,Not available,Not attributed,Not attributed,Not available,1597_0,['Not available'],['State institutions / political system'],['Political parties'],"['EUROPE', 'NATO', 'EU', 'NORTHEU']",Unknown,Not available,Unknown,Not available,System / ideology,Not available,Not available,Moderate - high political importance,Not available,Not available,Not available,0,Not available,Not available,0,Not available,Not available,Not available,0,19.0,"First is hit by a massive hack that targeting its websites and Twitter accounts, and their YouTube channel.",0.0,0.1336299370192135,"the government, attacked, gov, website of the, sites",Website Defacement & Hacktivism,Hacktivism
589,Not attributed,United Kingdom,1331,"Conflict, Security and Stabilisation Fund (CSSF)",Hackers stole sensitive documents about UK aid projects overseas.,2021-01-01 00:00:00,Not available,Incident disclosed by media (without further information on source),Data theft,0,Not available,2,2,1,0,0,Not available,Not attributed,Not attributed,Not available,2201_0,['Not available'],['State institutions / political system'],['Government / ministries'],"['EUROPE', 'NATO', 'NORTHEU']",Unknown,Not available,Unknown,Not available,Unknown,Not available,Not available,Moderate - high political importance,Not available,Not available,Not available,0,Not available,Not available,0,Not available,Not available,Not available,0,9.0,Hackers stole sensitive documents about aid projects overseas.,0.0,0.3148387291993637,"the government, attacked, gov, website of the, sites",Website Defacement & Hacktivism,Hacktivism
589,Not attributed,United Kingdom,2542,Personnel data from the London Metropolitan Police and Manchester Greater Police has been stolen after the systems of the third-party supplier Digital ID were compromised in August 2023,"In a recent cybersecurity incident that first affected the Greater London Metropolitan Police, and has now also affected Greater Manchester Police (GMP), it has been revealed that a third party provider, Digital ID, has fallen victim to a ransomware attack. Digital ID, a firm in Stockport which makes ID cards, holds information on various UK organisations.
The security breach involved the theft of sensitive data from 47,000 Greater London Metropolitan Police officers. This included important data such as names, ranks, photographs, vetting levels, salary numbers and various other forms of intra-agency identification. Among the officers affected were members of counter-terrorism units responsible for protecting the Royal Family, as well as undercover officers who were subsequently withdrawn from their assignments. The seriousness of this security breach prompted the Deputy Chairman of the Metropolitan Police Federation to warn of the possible misuse of the stolen data, which could cause ""incalculable damage"".
In addition to the Greater London Metropolitan Police, it was revealed on 14 September that the Greater Manchester Police was also affected by the security breach, in which personal data of over 12,500 officers and staff was stolen. The security breach exposed data on officers' warrant cards, raising concerns about the potential impact on officer safety and ongoing investigations.
Both law enforcement agencies immediately reported the incidents to the National Crime Agency and the UK Information Commissioner's Office, highlighting the importance of robust cybersecurity measures to protect sensitive law enforcement data. These incidents underscore the vulnerability of third-party providers entrusted with law enforcement data and highlight the need for comprehensive security strategies in the face of evolving cyber threats.",2023-01-01 00:00:00,Not available,Incident disclosed by media (without further information on source),Ransomware & data theft extortion,6,Low,4,4,1,0,0,Not available,Not attributed,Not attributed,Not available,4659_0,"['Greater London Metropolitan Police', 'Greater Manchester Police']",['State institutions / political system'],['Police'],"['EUROPE', 'NATO', 'NORTHEU']",Not available,Not available,Not available,Not available,Unknown,Not available,Not available,Moderate - high political importance,No system interference/disruption,"Data corruption (deletion/altering) but no leaking of data, no data breach/exfiltration OR major data breach / exfiltration, but no data corruption and/or leaking of data",Not available,0,euro,1-10,1,Not available,Not available,1-10,1,268.0,"In a recent cybersecurity incident that first affected the Greater London Metropolitan Police, and has now also affected Greater Manchester Police (GMP), it has been revealed that a third party provider, Digital ID, has fallen victim to a ransomware attack. Digital ID, a firm in which makes ID cards, holds information on various organisations. The security breach involved the theft of sensitive data from 47,000 Greater London Metropolitan Police officers. This included important data such as names, ranks, photographs, vetting levels, salary numbers and various other forms of intra-agency identification. Among the officers affected were members of counter-terrorism units responsible for protecting the Royal Family, as well as undercover officers who were subsequently withdrawn from their assignments. The seriousness of this security breach prompted the Deputy Chairman of the Metropolitan Police Federation to warn of the possible misuse of the stolen data, which could cause ""incalculable damage"". In addition to the Greater London Metropolitan Police, it was revealed on 14 September that the Greater Manchester Police was also affected by the security breach, in which personal data of over 12,500 officers and staff was stolen. The security breach exposed data on officers' warrant cards, raising concerns about the potential impact on officer safety and ongoing investigations. Both law enforcement agencies immediately reported the incidents to the National Crime Agency and the Information Commissioner's Office, highlighting the importance of robust cybersecurity measures to protect sensitive law enforcement data. These incidents underscore the vulnerability of third-party providers entrusted with law enforcement data and highlight the need for comprehensive security strategies in the face of evolving cyber threats.",4.0,0.2518984083079563,"data breach, stolen data, personal data, breached, personal information",Data Breaches & Information Exposure,Data Exposure
