dyad_id,initiator_country,receiver_country,incident_id,name,description,start_date,end_date,source_disclosure,operation_type,impact_indicator_score,impact_indicator_label,unweighted_intensity,weighted_intensity,number_attributions,number_political_responses,number_legal_responses,casualties,initiator_name,initiator_category,initiator_subcategory,receiver_id,receiver_name,receiver_category,receiver_subcategory,receiver_regions,offline_conflict_issue,offline_conflict_name,offline_conflict_intensity,offline_conflict_intensity_subcode,cyber_conflict_issue,physical_effects_spatial,physical_effects_temporal,target_multiplier,functional_impact,intelligence_impact,economic_impact,economic_impact_value,economic_impact_currency,affected_entities,affected_entities_value,affected_eu_countries,affected_eu_countries_value,affected_third_countries,affected_third_countries_value,n_words,description_no_geo,topic,topic_prob,topic_label,topic_name,topic_group
26,Bahrain,Bahrain,635,Monitoring of Exil-Bahraini Activists,Rightsgroup Privacy International files complaint that officials illegally monitored devices of pro-democracy trio in UK,2014-08-01 00:00:00,Not available,"Incident disclosed by third-party-actor (e.g., Citizen Lab, Amnesty International, whistleblowers) or authorities of another state",Data theft,0,Not available,2,2,1,0,0,Not available,Unknown,State,Not available,1030_0,['Not available'],['Social groups'],['Advocacy / activists (e.g. human rights organizations)'],"['ASIA', 'MENA', 'MEA', 'GULFC']",Unknown,Not available,Unknown,Not available,Unknown,Not available,Not available,Moderate - high political importance,Not available,Not available,Not available,0,Not available,Not available,0,Not available,Not available,Not available,0,15.0,Rightsgroup Privacy International files complaint that officials illegally monitored devices of pro-democracy trio in,7.0,1.0,"espionage, the investigation, investigation, suspected, forensic",Surveillance & Mobile Espionage,Information Operations
27,Bahrain,United Kingdom,635,Monitoring of Exil-Bahraini Activists,Rightsgroup Privacy International files complaint that officials illegally monitored devices of pro-democracy trio in UK,2014-08-01 00:00:00,Not available,"Incident disclosed by third-party-actor (e.g., Citizen Lab, Amnesty International, whistleblowers) or authorities of another state",Data theft,0,Not available,2,2,1,0,0,Not available,Unknown,State,Not available,1029_0,['Not available'],['Social groups'],['Advocacy / activists (e.g. human rights organizations)'],"['EUROPE', 'NATO', 'EU', 'NORTHEU']",Unknown,Not available,Unknown,Not available,Unknown,Not available,Not available,Moderate - high political importance,Not available,Not available,Not available,0,Not available,Not available,0,Not available,Not available,Not available,0,15.0,Rightsgroup Privacy International files complaint that officials illegally monitored devices of pro-democracy trio in,7.0,1.0,"espionage, the investigation, investigation, suspected, forensic",Surveillance & Mobile Espionage,Information Operations
28,Bangladesh,Bangladesh,3634,"Websites of Bangladeshi Prime Minister, National Bank, and National Police defaced in ""Operation HuntDown"" by ""THE R3SISTANC3"" on 20 July 2024","A group calling itself ""THE R3SISTANC3"" hacked into the websites of the Bangladeshi Prime Minister, the Bangladesh Bank, and the Bangladeshi National Police on 20 July 2024, defacing them with a statement in opposition to the crackdown on student protesters taking place. According to Al Jazeera, the crackdown began on 5 June with the reinstatement of the 30 percent quota for descendants of veterans who participated in Bangladesh's independence war against Pakistan in 1971.
The hacking operation, titled ""HuntDown,"" led to the websites being inaccessible for days, with an identical defacement statement stating ""IT'S A WAR NOW"" still appearing on the websites as of 22 July 2024.",2024-07-20 00:00:00,2024-07-20 00:00:00,Incident disclosed by attacker,Hijacking with Misuse,5,Minor,2,2,1,0,0,Not available,THE R3SISTANC3,Non-state-group,Hacktivist(s),6663_0,"['Bangladesh Bank', 'Bangladeshi National Police', 'Bangladeshi Prime Minister Sheikh Hasina Wazed']","['Critical infrastructure', 'State institutions / political system']","['Government / ministries', 'Police', 'Finance']","['ASIA', 'SASIA']",National power,Bangladesh (opposition) ,Yes / HIIK intensity,HIIK 3,National power,Not available,Not available,Moderate - high political importance,No system interference/disruption,No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data,Not available,0,euro,1-10,3,Not available,Not available,1-10,1,107.0,"A group calling itself ""THE R3SISTANC3"" hacked into the websites of the Prime Minister, the Bangladesh Bank, and the Bangladeshi National Police on 20 July 2024, defacing them with a statement in opposition to the crackdown on student protesters taking place. According to Al Jazeera, the crackdown began on 5 June with the reinstatement of the 30 percent quota for descendants of veterans who participated in 's independence war against in 1971. The hacking operation, titled ""HuntDown,"" led to the websites being inaccessible for days, with an identical defacement statement stating ""IT'S A WAR NOW"" still appearing on the websites as of 22 July 2024.",0.0,0.3484123801059978,"the government, attacked, gov, website of the, sites",Website Defacement & Hacktivism,Hacktivism
30,Bangladesh,India,343,Bangladesh Cyber Army hack indian regional government,"Bangladeshi hackers deface website of Indian local government (and claim to have hacked 20,000 other pages), leave message that calls for end of innocent killings at border.",2012-02-15 00:00:00,2012-02-15 00:00:00,Incident disclosed by attacker,Hijacking without Misuse,0,Not available,1,1,1,0,0,Not available,Bangladesh Cyber Army,Non-state-group,Ethnic actors,641_0,['Not available'],['State institutions / political system'],['Government / ministries'],"['ASIA', 'SASIA', 'SCO']",Unknown,Not available,Unknown,Not available,Territory,Not available,Not available,Moderate - high political importance,Not available,Not available,Not available,0,Not available,Not available,0,Not available,Not available,Not available,0,27.0,"Bangladeshi hackers deface website of local government (and claim to have hacked 20,000 other pages), leave message that calls for end of innocent killings at border.",0.0,0.4240426660458901,"the government, attacked, gov, website of the, sites",Website Defacement & Hacktivism,Hacktivism
31,Bangladesh,Indonesia,496,Cyber Jihad in Indonesia,"Bangladeshi hackers deface Indonesian commercial and public webpages, in retaliation against small attacks from Indonesia against Bangladeshi sites.",2013-07-30 00:00:00,2013-07-30 00:00:00,Incident disclosed by attacker,DDoS/Defacement,0,Not available,1,1,1,0,0,Not available,Bangladesh Grey Hat Hackers,Non-state-group,Religious actors,834_0,['Not available'],['State institutions / political system'],['Government / ministries'],"['ASIA', 'SCS', 'SEA']",Unknown,Not available,Unknown,Not available,Cyber-specific,Not available,Not available,Moderate - high political importance,Not available,Not available,Not available,0,Not available,Not available,0,Not available,Not available,Not available,0,18.0,"Bangladeshi hackers deface commercial and public webpages, in retaliation against small attacks from against Bangladeshi sites.",0.0,0.4367568485966906,"the government, attacked, gov, website of the, sites",Website Defacement & Hacktivism,Hacktivism
32,Bangladesh,Israel,386,Bangladesh Cyber Army attacks Israeli and Bangladeshi Sites,"25 Israeli and 118 British, Including Government Websites Hacked by Bangladesh Cyber Army",2012-09-01 00:00:00,Not available,Incident disclosed by attacker,DDoS/Defacement,0,Not available,1,1,1,0,0,Not available,Bangladesh Cyber Army,Non-state-group,Hacktivist(s),692_0,['Not available'],['State institutions / political system'],['Government / ministries'],"['ASIA', 'MENA', 'MEA']",Unknown,Not available,Unknown,Not available,Other,Not available,Not available,Moderate - high political importance,Not available,Not available,Not available,0,Not available,Not available,0,Not available,Not available,Not available,0,13.0,"25 and 118 , Including Government Websites Hacked by Bangladesh Cyber Army",0.0,0.3914593803690886,"the government, attacked, gov, website of the, sites",Website Defacement & Hacktivism,Hacktivism
33,Bangladesh,Myanmar,365,Bangladeshi Cyber Army Declares War,Bangladeshi Cyber Army Declares War on Myanmar,2012-06-01 00:00:00,Not available,Incident disclosed by attacker,DDoS/Defacement,0,Not available,1,1,1,0,0,Not available,Bangladesh Cyber Army,Non-state-group,Hacktivist(s),669_0,['Not available'],['State institutions / political system'],['Government / ministries'],"['ASIA', 'SEA']",Unknown,Not available,Unknown,Not available,Other,Not available,Not available,Moderate - high political importance,Not available,Not available,Not available,0,Not available,Not available,0,Not available,Not available,Not available,0,7.0,Bangladeshi Cyber Army Declares War on,0.0,0.3484454093564411,"the government, attacked, gov, website of the, sites",Website Defacement & Hacktivism,Hacktivism
34,Bangladesh,Pakistan,410,BGHH vs. Pakistan,"Bangladeshi Hackers Fight Back, Hack Pakistani Government Sites",2012-12-01 00:00:00,2012-12-10 00:00:00,Incident disclosed by attacker,Hack and leak,0,Not available,2,2,1,0,0,Not available,Bangladesh Grey Hat Hackers,Non-state-group,Hacktivist(s),719_2,['Not available'],['State institutions / political system'],"['Government / ministries', 'Judiciary', 'Military']","['ASIA', 'SASIA', 'SCO']",Unknown,Not available,Unknown,Not available,Cyber-specific,Not available,Not available,Moderate - high political importance,Not available,Not available,Not available,0,Not available,Not available,0,Not available,Not available,Not available,0,8.0,"Bangladeshi Hackers Fight Back, Hack Pakistani Government Sites",0.0,0.3617719171285644,"the government, attacked, gov, website of the, sites",Website Defacement & Hacktivism,Hacktivism
36,Bangladesh,Sri Lanka,409,BGHH vs. Sri Lanka,22 Sri Lankan Ministry Websites Hacked by Bangladesh Gray Hat Hackers,2012-12-01 00:00:00,Not available,Incident disclosed by attacker,DDoS/Defacement,0,Not available,1,1,1,0,0,Not available,Bangladesh Grey Hat Hackers,Non-state-group,Hacktivist(s),718_0,['Not available'],['State institutions / political system'],['Government / ministries'],"['ASIA', 'SASIA']",Unknown,Not available,Unknown,Not available,Other,Not available,Not available,Moderate - high political importance,Not available,Not available,Not available,0,Not available,Not available,0,Not available,Not available,Not available,0,11.0,22 Sri Lankan Ministry Websites Hacked by Bangladesh Gray Hat Hackers,0.0,0.373059756612406,"the government, attacked, gov, website of the, sites",Website Defacement & Hacktivism,Hacktivism
37,Bangladesh,United Kingdom,386,Bangladesh Cyber Army attacks Israeli and Bangladeshi Sites,"25 Israeli and 118 British, Including Government Websites Hacked by Bangladesh Cyber Army",2012-09-01 00:00:00,Not available,Incident disclosed by attacker,DDoS/Defacement,0,Not available,1,1,1,0,0,Not available,Bangladesh Cyber Army,Non-state-group,Hacktivist(s),693_0,['Not available'],['State institutions / political system'],['Government / ministries'],"['EUROPE', 'NATO', 'EU', 'NORTHEU']",Unknown,Not available,Unknown,Not available,Other,Not available,Not available,Moderate - high political importance,Not available,Not available,Not available,0,Not available,Not available,0,Not available,Not available,Not available,0,13.0,"25 and 118 , Including Government Websites Hacked by Bangladesh Cyber Army",0.0,0.3914593803690886,"the government, attacked, gov, website of the, sites",Website Defacement & Hacktivism,Hacktivism
38,Bangladesh,United States,382,BedU33N vs. UN Department of Agriculture,US Department of Agriculture Sites Hacked by BedU33N against Anti-Islamic Movie,2012-09-01 00:00:00,Not available,Incident disclosed by attacker,DDoS/Defacement,0,Not available,1,1,1,0,0,Not available,BedU33N,Non-state-group,Hacktivist(s),688_0,['Not available'],['State institutions / political system'],['Government / ministries'],"['NATO', 'NORTHAM']",Unknown,Not available,Unknown,Not available,Other,Not available,Not available,Moderate - high political importance,Not available,Not available,Not available,0,Not available,Not available,0,Not available,Not available,Not available,0,11.0,US Department of Agriculture Sites Hacked by BedU33N against Anti-Islamic Movie,0.0,0.3593696134142506,"the government, attacked, gov, website of the, sites",Website Defacement & Hacktivism,Hacktivism
46,"Belarus, Russia",Ukraine,1550,Pro-Russian group Ghostwriter/UNC1151 hijacked social media accounts of Ukrainian military members in order to spread disinformation in March 2022,"In its annual report, Facebook stated that GhostWriter aka UNC1151 took over social media accounts of Ukrainian military members and attempted to spread a disinformation campaign. The group successfully gained Facebook credentials via email compromises and posted videos that urged the Ukrainian army to surrender. ",2022-02-28 00:00:00,Not available,"Incident disclosed by third-party-actor (e.g., Citizen Lab, Amnesty International, whistleblowers) or authorities of another state",DDoS/Defacement,7,Low,2,2,1,0,0,Not available,Ghostwriter threat actor/UNC1151/UAC-0057/Storm-0257 fka DEV-0257/Blue Dev 4/TA445/Moonscape,State affiliated actor,"Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)",2513_0,['Not available'],['State institutions / political system'],['Military'],"['EUROPE', 'EASTEU']",International power,Russia – Ukraine,Yes / HIIK intensity,HIIK 5,International power,Not available,Not available,Moderate - high political importance,Days (< 7 days),No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data,Not available,0,euro,1-10,0,Not available,Not available,1-10,1,45.0,"In its annual report, Facebook stated that GhostWriter aka took over social media accounts of military members and attempted to spread a disinformation campaign. The group successfully gained Facebook credentials via email compromises and posted videos that urged the army to surrender.",0.0,0.2708023571714537,"the government, attacked, gov, website of the, sites",Website Defacement & Hacktivism,Hacktivism
